ID	Genus	value	Group
SY40	Porphyromonas	0	CT1
SY40	Fusobacterium	0	CT1
SY40	Stenotrophomonas	0	CT1
SY40	Moraxella	0	CT1
SY40	Anaerococcus	0.013136987	CT1
SY40	Sphingomonas	0	CT1
SY40	Peptoniphilus	0.004520995	CT1
SY40	others	0.048759951	CT1
SY41	Corynebacterium	0.000446	CT2
SY41	Propionibacterium	0	CT2
SY41	Staphylococcus	0	CT2
SY41	Streptococcus	0.122239	CT2
SY41	Lactobacillus	0.000394	CT2
SY41	Alloiococcus	0	CT2
SY41	Prevotella	0.011866	CT2
SY41	Haemophilus	0	CT2
SY41	Bacteroides	0	CT2
SY41	Porphyromonas	0.439616	CT2
SY41	Fusobacterium	0.305223	CT2
SY41	Stenotrophomonas	0	CT2
SY41	Moraxella	0	CT2
SY41	Anaerococcus	0	CT2
SY41	Sphingomonas	0	CT2
SY41	Peptoniphilus	0	CT2
SY41	others	0.120216	CT2
SY42	Corynebacterium	0.524089476	CT1
SY42	Propionibacterium	0.318801681	CT1
SY42	Staphylococcus	0	CT1
SY42	Streptococcus	0	CT1
SY42	Lactobacillus	0.001207999	CT1
SY42	Alloiococcus	0	CT1
SY42	Prevotella	0	CT1
SY42	Haemophilus	0	CT1
SY42	Bacteroides	0.001191999	CT1
SY42	Porphyromonas	0	CT1
SY42	Fusobacterium	0	CT1
SY42	Stenotrophomonas	0	CT1
SY42	Moraxella	0	CT1
SY42	Anaerococcus	0.072087928	CT1
SY42	Sphingomonas	0.000367	CT1
SY42	Peptoniphilus	0.055211945	CT1
SY42	others	0.027041973	CT1
SY43	Corynebacterium	0.015900968	CT2
SY43	Propionibacterium	0.528422943	CT2
SY43	Staphylococcus	0.00478199	CT2
SY43	Streptococcus	0.007262985	CT2
SY43	Lactobacillus	0.007202986	CT2
SY43	Alloiococcus	0.002480995	CT2
SY43	Prevotella	0.000268999	CT2
SY43	Haemophilus	0.002928994	CT2
SY43	Bacteroides	0.004303991	CT2
SY43	Porphyromonas	0	CT2
SY43	Fusobacterium	0.000328999	CT2
SY43	Stenotrophomonas	0.00012	CT2
SY43	Moraxella	0	CT2
SY43	Anaerococcus	0.376172248	CT2
SY43	Sphingomonas	0	CT2
SY43	Peptoniphilus	0	CT2
SY43	others	0.0498239	CT2
SY44	Corynebacterium	0.031345031	CT1
SY44	Propionibacterium	0.002327002	CT1
SY44	Staphylococcus	0	CT1
SY44	Streptococcus	0.001456001	CT1
SY44	Lactobacillus	0.000355	CT1
SY44	Alloiococcus	0	CT1
SY44	Prevotella	4.60E-05	CT1
SY44	Haemophilus	0.00031	CT1
SY44	Bacteroides	0	CT1
SY44	Porphyromonas	2.30E-05	CT1
SY44	Fusobacterium	0.961157961	CT1
SY44	Stenotrophomonas	0	CT1
SY44	Moraxella	0	CT1
SY44	Anaerococcus	0.001124001	CT1
SY44	Sphingomonas	0	CT1
SY44	Peptoniphilus	0.00039	CT1
SY44	others	0.001466001	CT1
SY45	Corynebacterium	0.005382022	CT2
SY45	Propionibacterium	0.003147013	CT2
SY45	Staphylococcus	0.256905028	CT2
SY45	Streptococcus	0.002779011	CT2
SY45	Lactobacillus	0.000218001	CT2
SY45	Alloiococcus	0	CT2
SY45	Prevotella	0	CT2
SY45	Haemophilus	0.223456894	CT2
SY45	Bacteroides	0	CT2
SY45	Porphyromonas	0	CT2
SY45	Fusobacterium	8.20E-05	CT2
SY45	Stenotrophomonas	0	CT2
SY45	Moraxella	0	CT2
SY45	Anaerococcus	0.002057008	CT2
SY45	Sphingomonas	0	CT2
SY45	Peptoniphilus	0.00261601	CT2
SY45	others	0.503357013	CT2
SY46	Corynebacterium	0.20992442	CT1
SY46	Propionibacterium	0.673368347	CT1
SY46	Staphylococcus	0.000676001	CT1
SY46	Streptococcus	0.000184	CT1
SY46	Lactobacillus	0.001127002	CT1
SY46	Alloiococcus	0.000225	CT1
SY46	Prevotella	0.000113	CT1
SY46	Haemophilus	0.051187102	CT1
SY46	Bacteroides	0	CT1
SY46	Porphyromonas	0	CT1
SY46	Fusobacterium	0	CT1
SY46	Stenotrophomonas	3.10E-05	CT1
SY46	Moraxella	0	CT1
SY46	Anaerococcus	0.016619033	CT1
SY46	Sphingomonas	0	CT1
SY46	Peptoniphilus	0.039671079	CT1
SY46	others	0.006874014	CT1
SY47	Corynebacterium	0.697653605	CT1
SY47	Propionibacterium	0.189047622	CT1
SY47	Staphylococcus	0	CT1
SY47	Streptococcus	0.107088786	CT1
SY47	Lactobacillus	0.000869998	CT1
SY47	Alloiococcus	0	CT1
SY47	Prevotella	0.00021	CT1
SY47	Haemophilus	0	CT1
SY47	Bacteroides	0	CT1
SY47	Porphyromonas	6.00E-05	CT1
SY47	Fusobacterium	0	CT1
SY47	Stenotrophomonas	0.000269999	CT1
SY47	Moraxella	0	CT1
SY47	Anaerococcus	0.000929998	CT1
SY47	Sphingomonas	0	CT1
SY47	Peptoniphilus	0	CT1
SY47	others	0.003869992	CT1
SY48	Corynebacterium	0.375107	CT1
SY48	Propionibacterium	0.453994	CT1
SY48	Staphylococcus	0.000519	CT1
SY48	Streptococcus	0.000459	CT1
SY48	Lactobacillus	0.001057	CT1
SY48	Alloiococcus	0	CT1
SY48	Prevotella	0	CT1
SY48	Haemophilus	0	CT1
SY48	Bacteroides	0.001077	CT1
SY48	Porphyromonas	0	CT1
SY48	Fusobacterium	0.000239	CT1
SY48	Stenotrophomonas	0.000678	CT1
SY48	Moraxella	0	CT1
SY48	Anaerococcus	0.120315	CT1
SY48	Sphingomonas	0.000618	CT1
SY48	Peptoniphilus	0.004169	CT1
SY48	others	0.041768	CT1
SY49	Corynebacterium	0.317386317	CT1
SY49	Propionibacterium	0.487811488	CT1
SY49	Staphylococcus	0.000796001	CT1
SY49	Streptococcus	0.003466003	CT1
SY49	Lactobacillus	0.001526002	CT1
SY49	Alloiococcus	0	CT1
SY49	Prevotella	0	CT1
SY49	Haemophilus	0	CT1
SY49	Bacteroides	0.003947004	CT1
SY49	Porphyromonas	0	CT1
SY49	Fusobacterium	0	CT1
SY49	Stenotrophomonas	0	CT1
SY49	Moraxella	0	CT1
SY49	Anaerococcus	0.038340038	CT1
SY49	Sphingomonas	0.000895001	CT1
SY49	Peptoniphilus	0.084243084	CT1
SY49	others	0.061589062	CT1
SY50	Corynebacterium	0.472523	CT1
SY50	Propionibacterium	0.448492	CT1
SY50	Staphylococcus	0	CT1
SY50	Streptococcus	0.002768	CT1
SY50	Lactobacillus	0.001996	CT1
SY50	Alloiococcus	0	CT1
SY50	Prevotella	0	CT1
SY50	Haemophilus	0.00306	CT1
SY50	Bacteroides	0.004737	CT1
SY50	Porphyromonas	0	CT1
SY50	Fusobacterium	0	CT1
SY50	Stenotrophomonas	0.00016	CT1
SY50	Moraxella	0	CT1
SY50	Anaerococcus	0.003965	CT1
SY50	Sphingomonas	0.001171	CT1
SY50	Peptoniphilus	0.020411	CT1
SY50	others	0.040717	CT1
SY51	Corynebacterium	0.381553526	CT1
SY51	Propionibacterium	0.486618946	CT1
SY51	Staphylococcus	0.000628003	CT1
SY51	Streptococcus	0.00754103	CT1
SY51	Lactobacillus	0.001685007	CT1
SY51	Alloiococcus	0.000114	CT1
SY51	Prevotella	0	CT1
SY51	Haemophilus	0.001685007	CT1
SY51	Bacteroides	0	CT1
SY51	Porphyromonas	0	CT1
SY51	Fusobacterium	0	CT1
SY51	Stenotrophomonas	0.002000008	CT1
SY51	Moraxella	0	CT1
SY51	Anaerococcus	0.028080112	CT1
SY51	Sphingomonas	0.001885008	CT1
SY51	Peptoniphilus	0.01996708	CT1
SY51	others	0.068242273	CT1
SY52	Corynebacterium	0.001157001	CT2
SY52	Propionibacterium	0.727455727	CT2
SY52	Staphylococcus	0.004229004	CT2
SY52	Streptococcus	0.022478022	CT2
SY52	Lactobacillus	0.010816011	CT2
SY52	Alloiococcus	0	CT2
SY52	Prevotella	0	CT2
SY52	Haemophilus	0	CT2
SY52	Bacteroides	0.024570025	CT2
SY52	Porphyromonas	0.003205003	CT2
SY52	Fusobacterium	0	CT2
SY52	Stenotrophomonas	0	CT2
SY52	Moraxella	0	CT2
SY52	Anaerococcus	0	CT2
SY52	Sphingomonas	0.001691002	CT2
SY52	Peptoniphilus	0	CT2
SY52	others	0.204398204	CT2
SY53	Corynebacterium	0.798362597	CT1
SY53	Propionibacterium	0.001005002	CT1
SY53	Staphylococcus	0	CT1
SY53	Streptococcus	0.000154	CT1
SY53	Lactobacillus	0.000299001	CT1
SY53	Alloiococcus	0.185636371	CT1
SY53	Prevotella	0	CT1
SY53	Haemophilus	0.000408001	CT1
SY53	Bacteroides	0.000688001	CT1
SY53	Porphyromonas	0	CT1
SY53	Fusobacterium	0.000978002	CT1
SY53	Stenotrophomonas	0.000181	CT1
SY53	Moraxella	0	CT1
SY53	Anaerococcus	0.000181	CT1
SY53	Sphingomonas	0.000344001	CT1
SY53	Peptoniphilus	0	CT1
SY53	others	0.011763024	CT1
SY54	Corynebacterium	0.657252315	CT1
SY54	Propionibacterium	0.213579427	CT1
SY54	Staphylococcus	0.000195	CT1
SY54	Streptococcus	0.033393067	CT1
SY54	Lactobacillus	4.90E-05	CT1
SY54	Alloiococcus	0.078348157	CT1
SY54	Prevotella	0	CT1
SY54	Haemophilus	0.00011	CT1
SY54	Bacteroides	0	CT1
SY54	Porphyromonas	6.10E-05	CT1
SY54	Fusobacterium	0.000146	CT1
SY54	Stenotrophomonas	0	CT1
SY54	Moraxella	0	CT1
SY54	Anaerococcus	0.002025004	CT1
SY54	Sphingomonas	0.000183	CT1
SY54	Peptoniphilus	0.00487801	CT1
SY54	others	0.00978002	CT1
SY55	Corynebacterium	0.817393	CT1
SY55	Propionibacterium	0.090518	CT1
SY55	Staphylococcus	0	CT1
SY55	Streptococcus	0.002368	CT1
SY55	Lactobacillus	0	CT1
SY55	Alloiococcus	0	CT1
SY55	Prevotella	0	CT1
SY55	Haemophilus	0.000478	CT1
SY55	Bacteroides	0	CT1
SY55	Porphyromonas	0	CT1
SY55	Fusobacterium	0	CT1
SY55	Stenotrophomonas	0	CT1
SY55	Moraxella	0	CT1
SY55	Anaerococcus	0.011226	CT1
SY55	Sphingomonas	0	CT1
SY55	Peptoniphilus	0.027987	CT1
SY55	others	0.05003	CT1
SY56	Corynebacterium	0.301775	CT1
SY56	Propionibacterium	0.079711	CT1
SY56	Staphylococcus	0	CT1
SY56	Streptococcus	0.000158	CT1
SY56	Lactobacillus	0.000405	CT1
SY56	Alloiococcus	0.503617	CT1
SY56	Prevotella	0.000514	CT1
SY56	Haemophilus	0.000128	CT1
SY56	Bacteroides	0.000247	CT1
SY56	Porphyromonas	0	CT1
SY56	Fusobacterium	0	CT1
SY56	Stenotrophomonas	0	CT1
SY56	Moraxella	0.097156	CT1
SY56	Anaerococcus	0.001799	CT1
SY56	Sphingomonas	0.000148	CT1
SY56	Peptoniphilus	0.004991	CT1
SY56	others	0.009351	CT1
SY57	Corynebacterium	0.820136	CT1
SY57	Propionibacterium	0.014112	CT1
SY57	Staphylococcus	0	CT1
SY57	Streptococcus	0	CT1
SY57	Lactobacillus	0.000685	CT1
SY57	Alloiococcus	0.16047	CT1
SY57	Prevotella	0	CT1
SY57	Haemophilus	0	CT1
SY57	Bacteroides	0.000239	CT1
SY57	Porphyromonas	0	CT1
SY57	Fusobacterium	0	CT1
SY57	Stenotrophomonas	0	CT1
SY57	Moraxella	0.00137	CT1
SY57	Anaerococcus	0.000405	CT1
SY57	Sphingomonas	0.000135	CT1
SY57	Peptoniphilus	0.000145	CT1
SY57	others	0.002303	CT1
SY58	Corynebacterium	0.762398762	CT1
SY58	Propionibacterium	0.096089096	CT1
SY58	Staphylococcus	0	CT1
SY58	Streptococcus	0.007918008	CT1
SY58	Lactobacillus	0.004465004	CT1
SY58	Alloiococcus	0.000119	CT1
SY58	Prevotella	0.000476	CT1
SY58	Haemophilus	0.000357	CT1
SY58	Bacteroides	0.003929004	CT1
SY58	Porphyromonas	0	CT1
SY58	Fusobacterium	0	CT1
SY58	Stenotrophomonas	0	CT1
SY58	Moraxella	0	CT1
SY58	Anaerococcus	0.016670017	CT1
SY58	Sphingomonas	0.001726002	CT1
SY58	Peptoniphilus	0.019349019	CT1
SY58	others	0.086503087	CT1
SY59	Corynebacterium	0.702045596	CT1
SY59	Propionibacterium	0.233917532	CT1
SY59	Staphylococcus	0	CT1
SY59	Streptococcus	0.007224986	CT1
SY59	Lactobacillus	0.001209998	CT1
SY59	Alloiococcus	0.000183	CT1
SY59	Prevotella	0	CT1
SY59	Haemophilus	0.015770968	CT1
SY59	Bacteroides	0.001246998	CT1
SY59	Porphyromonas	0	CT1
SY59	Fusobacterium	0.000183	CT1
SY59	Stenotrophomonas	0	CT1
SY59	Moraxella	0.000916998	CT1
SY59	Anaerococcus	0	CT1
SY59	Sphingomonas	0.000806998	CT1
SY59	Peptoniphilus	0	CT1
SY59	others	0.036493927	CT1
SY60	Corynebacterium	0.589278464	CT1
SY60	Propionibacterium	0.191200853	CT1
SY60	Staphylococcus	0	CT1
SY60	Streptococcus	0.011317932	CT1
SY60	Lactobacillus	0.002878983	CT1
SY60	Alloiococcus	0	CT1
SY60	Prevotella	0.012277926	CT1
SY60	Haemophilus	0.002079988	CT1
SY60	Bacteroides	0.003478979	CT1
SY60	Porphyromonas	0	CT1
SY60	Fusobacterium	0	CT1
SY60	Stenotrophomonas	0.000839995	CT1
SY60	Moraxella	0	CT1
SY60	Anaerococcus	0.013036922	CT1
SY60	Sphingomonas	0	CT1
SY60	Peptoniphilus	0.045190729	CT1
SY60	others	0.128419229	CT1
SY61	Corynebacterium	0.798033202	CT1
SY61	Propionibacterium	0.141099859	CT1
SY61	Staphylococcus	0	CT1
SY61	Streptococcus	0.002035998	CT1
SY61	Lactobacillus	0.000276	CT1
SY61	Alloiococcus	3.20E-05	CT1
SY61	Prevotella	0.000297	CT1
SY61	Haemophilus	0.000414	CT1
SY61	Bacteroides	0.002141998	CT1
SY61	Porphyromonas	0	CT1
SY61	Fusobacterium	0	CT1
SY61	Stenotrophomonas	0.000329	CT1
SY61	Moraxella	0	CT1
SY61	Anaerococcus	0.004729995	CT1
SY61	Sphingomonas	0	CT1
SY61	Peptoniphilus	0.005535994	CT1
SY61	others	0.045074955	CT1
SY62	Corynebacterium	0.113442113	CT2
SY62	Propionibacterium	0.207918208	CT2
SY62	Staphylococcus	0.000225	CT2
SY62	Streptococcus	0.003386003	CT2
SY62	Lactobacillus	0.000436	CT2
SY62	Alloiococcus	0.006448006	CT2
SY62	Prevotella	5.60E-05	CT2
SY62	Haemophilus	0.626717627	CT2
SY62	Bacteroides	0.001840002	CT2
SY62	Porphyromonas	0	CT2
SY62	Fusobacterium	0.000674001	CT2
SY62	Stenotrophomonas	0	CT2
SY62	Moraxella	0	CT2
SY62	Anaerococcus	0.007024007	CT2
SY62	Sphingomonas	0.000436	CT2
SY62	Peptoniphilus	0.016591017	CT2
SY62	others	0.014806015	CT2
SY63	Corynebacterium	0.653296653	CT1
SY63	Propionibacterium	0.22043822	CT1
SY63	Staphylococcus	0.001638002	CT1
SY63	Streptococcus	0.000851001	CT1
SY63	Lactobacillus	0.000829001	CT1
SY63	Alloiococcus	0	CT1
SY63	Prevotella	0	CT1
SY63	Haemophilus	0	CT1
SY63	Bacteroides	0.000447	CT1
SY63	Porphyromonas	0	CT1
SY63	Fusobacterium	4.30E-05	CT1
SY63	Stenotrophomonas	0.000255	CT1
SY63	Moraxella	0	CT1
SY63	Anaerococcus	0.065142065	CT1
SY63	Sphingomonas	0	CT1
SY63	Peptoniphilus	0.033752034	CT1
SY63	others	0.023308023	CT1
SY64	Corynebacterium	0.405613189	CT1
SY64	Propionibacterium	0.520357959	CT1
SY64	Staphylococcus	0	CT1
SY64	Streptococcus	0	CT1
SY64	Lactobacillus	0.008317983	CT1
SY64	Alloiococcus	0	CT1
SY64	Prevotella	0.000569999	CT1
SY64	Haemophilus	0.000949998	CT1
SY64	Bacteroides	0.00998898	CT1
SY64	Porphyromonas	0.000303999	CT1
SY64	Fusobacterium	0.000873998	CT1
SY64	Stenotrophomonas	0.000303999	CT1
SY64	Moraxella	0	CT1
SY64	Anaerococcus	0	CT1
SY64	Sphingomonas	0	CT1
SY64	Peptoniphilus	0	CT1
SY64	others	0.052719895	CT1
SY65	Corynebacterium	0.000449538	CT2
SY65	Propionibacterium	0	CT2
SY65	Staphylococcus	0	CT2
SY65	Streptococcus	0.008358951	CT2
SY65	Lactobacillus	0.00822071	CT2
SY65	Alloiococcus	0	CT2
SY65	Prevotella	0.21481059	CT2
SY65	Haemophilus	0.001071109	CT2
SY65	Bacteroides	0.003247119	CT2
SY65	Porphyromonas	0.520809824	CT2
SY65	Fusobacterium	0.201374624	CT2
SY65	Stenotrophomonas	0.025353333	CT2
SY65	Moraxella	0.001001477	CT2
SY65	Anaerococcus	0	CT2
SY65	Sphingomonas	0.000241665	CT2
SY65	Peptoniphilus	0	CT2
SY65	others	0.015061061	CT2
SY66	Corynebacterium	0.015777292	CT2
SY66	Propionibacterium	0.003793755	CT2
SY66	Staphylococcus	0	CT2
SY66	Streptococcus	0.032964014	CT2
SY66	Lactobacillus	0.280597139	CT2
SY66	Alloiococcus	0.00053698	CT2
SY66	Prevotella	0.008392416	CT2
SY66	Haemophilus	0.003927718	CT2
SY66	Bacteroides	0.080228346	CT2
SY66	Porphyromonas	0.000704715	CT2
SY66	Fusobacterium	0.001510747	CT2
SY66	Stenotrophomonas	0.04964753	CT2
SY66	Moraxella	0.001241695	CT2
SY66	Anaerococcus	0	CT2
SY66	Sphingomonas	0.002283007	CT2
SY66	Peptoniphilus	0	CT2
SY66	others	0.518394645	CT2
SY67	Corynebacterium	0.024727544	CT2
SY67	Propionibacterium	0.000509794	CT2
SY67	Staphylococcus	0.048057462	CT2
SY67	Streptococcus	0.373104362	CT2
SY67	Lactobacillus	0.002062487	CT2
SY67	Alloiococcus	0.022531274	CT2
SY67	Prevotella	0.00204019	CT2
SY67	Haemophilus	0	CT2
SY67	Bacteroides	0.002949305	CT2
SY67	Porphyromonas	0.000487497	CT2
SY67	Fusobacterium	0.000377025	CT2
SY67	Stenotrophomonas	0.00456889	CT2
SY67	Moraxella	0.000466213	CT2
SY67	Anaerococcus	0	CT2
SY67	Sphingomonas	0.002794239	CT2
SY67	Peptoniphilus	0	CT2
SY67	others	0.515323719	CT2
SY68	Corynebacterium	0.10872796	CT1
SY68	Propionibacterium	0.005436699	CT1
SY68	Staphylococcus	0	CT1
SY68	Streptococcus	0.040822725	CT1
SY68	Lactobacillus	0.06350704	CT1
SY68	Alloiococcus	0.004695126	CT1
SY68	Prevotella	0.203222831	CT1
SY68	Haemophilus	0	CT1
SY68	Bacteroides	0.061282319	CT1
SY68	Porphyromonas	0.004003292	CT1
SY68	Fusobacterium	0.004101264	CT1
SY68	Stenotrophomonas	0.050360688	CT1
SY68	Moraxella	0	CT1
SY68	Anaerococcus	0	CT1
SY68	Sphingomonas	0.01798919	CT1
SY68	Peptoniphilus	0	CT1
SY68	others	0.435850865	CT1
SY69	Corynebacterium	0.018076422	CT2
SY69	Propionibacterium	0.002012344	CT2
SY69	Staphylococcus	0	CT2
SY69	Streptococcus	0.018561861	CT2
SY69	Lactobacillus	0.046006519	CT2
SY69	Alloiococcus	0.005100828	CT2
SY69	Prevotella	0.01772968	CT2
SY69	Haemophilus	0.001873647	CT2
SY69	Bacteroides	0.028034119	CT2
SY69	Porphyromonas	0.000554788	CT2
SY69	Fusobacterium	0.00461415	CT2
SY69	Stenotrophomonas	0.09492815	CT2
SY69	Moraxella	0.011415254	CT2
SY69	Anaerococcus	0	CT2
SY69	Sphingomonas	0.186975862	CT2
SY69	Peptoniphilus	0	CT2
SY69	others	0.564116377	CT2
SY70	Corynebacterium	0.037624624	CT1
SY70	Propionibacterium	0.004699313	CT1
SY70	Staphylococcus	0.00247119	CT1
SY70	Streptococcus	0.003540066	CT1
SY70	Lactobacillus	0.004820846	CT1
SY70	Alloiococcus	0.000213983	CT1
SY70	Prevotella	0.363582821	CT1
SY70	Haemophilus	0	CT1
SY70	Bacteroides	0.065118303	CT1
SY70	Porphyromonas	0	CT1
SY70	Fusobacterium	0.001311943	CT1
SY70	Stenotrophomonas	0.003784172	CT1
SY70	Moraxella	0.000702196	CT1
SY70	Anaerococcus	0	CT1
SY70	Sphingomonas	0.001494764	CT1
SY70	Peptoniphilus	0	CT1
SY70	others	0.510635778	CT1
SY71	Corynebacterium	0.002326965	CT1
SY71	Propionibacterium	0.000440603	CT1
SY71	Staphylococcus	0	CT1
SY71	Streptococcus	0.000817667	CT1
SY71	Lactobacillus	0.888822341	CT1
SY71	Alloiococcus	0.0001677	CT1
SY71	Prevotella	0.000733296	CT1
SY71	Haemophilus	0	CT1
SY71	Bacteroides	0.004717468	CT1
SY71	Porphyromonas	0	CT1
SY71	Fusobacterium	0.000544764	CT1
SY71	Stenotrophomonas	0.015430462	CT1
SY71	Moraxella	0	CT1
SY71	Anaerococcus	0	CT1
SY71	Sphingomonas	0.000523932	CT1
SY71	Peptoniphilus	0	CT1
SY71	others	0.085474804	CT1
SY72	Corynebacterium	0.020112246	CT2
SY72	Propionibacterium	0	CT2
SY72	Staphylococcus	0	CT2
SY72	Streptococcus	0.312211592	CT2
SY72	Lactobacillus	0.288033708	CT2
SY72	Alloiococcus	0.002374281	CT2
SY72	Prevotella	0.027643568	CT2
SY72	Haemophilus	0.001173312	CT2
SY72	Bacteroides	0.009633284	CT2
SY72	Porphyromonas	0.004257112	CT2
SY72	Fusobacterium	0.002810417	CT2
SY72	Stenotrophomonas	0.014518006	CT2
SY72	Moraxella	0.001364786	CT2
SY72	Anaerococcus	0	CT2
SY72	Sphingomonas	0.001173312	CT2
SY72	Peptoniphilus	0	CT2
SY72	others	0.314694375	CT2
SY73	Corynebacterium	0.112176247	CT2
SY73	Propionibacterium	0.025971142	CT2
SY73	Staphylococcus	0.146787506	CT2
SY73	Streptococcus	0.016932977	CT2
SY73	Lactobacillus	0.064207353	CT2
SY73	Alloiococcus	0.001390214	CT2
SY73	Prevotella	0.021551276	CT2
SY73	Haemophilus	0.005213599	CT2
SY73	Bacteroides	0.130499438	CT2
SY73	Porphyromonas	0.034264001	CT2
SY73	Fusobacterium	0.027807832	CT2
SY73	Stenotrophomonas	0.07900481	CT2
SY73	Moraxella	0.015393937	CT2
SY73	Anaerococcus	0	CT2
SY73	Sphingomonas	0.008144034	CT2
SY73	Peptoniphilus	0	CT2
SY73	others	0.310655633	CT2
SY74	Corynebacterium	0.040340723	CT2
SY74	Propionibacterium	0.002671658	CT2
SY74	Staphylococcus	0.020927391	CT2
SY74	Streptococcus	0.043190014	CT2
SY74	Lactobacillus	0.054454849	CT2
SY74	Alloiococcus	0.00080114	CT2
SY74	Prevotella	0.027739463	CT2
SY74	Haemophilus	0.011398358	CT2
SY74	Bacteroides	0.161806379	CT2
SY74	Porphyromonas	0.014782935	CT2
SY74	Fusobacterium	0.016741674	CT2
SY74	Stenotrophomonas	0.08566711	CT2
SY74	Moraxella	0.017319878	CT2
SY74	Anaerococcus	0	CT2
SY74	Sphingomonas	0.01344651	CT2
SY74	Peptoniphilus	0	CT2
SY74	others	0.488711918	CT2
SY75	Corynebacterium	0.148376944	CT1
SY75	Propionibacterium	0.004417729	CT1
SY75	Staphylococcus	0.002572317	CT1
SY75	Streptococcus	0.011342916	CT1
SY75	Lactobacillus	0.066803155	CT1
SY75	Alloiococcus	0.054866722	CT1
SY75	Prevotella	0.023278126	CT1
SY75	Haemophilus	0.003561105	CT1
SY75	Bacteroides	0.102677315	CT1
SY75	Porphyromonas	0.019783103	CT1
SY75	Fusobacterium	0.017344174	CT1
SY75	Stenotrophomonas	0.075639836	CT1
SY75	Moraxella	0.013980092	CT1
SY75	Anaerococcus	0	CT1
SY75	Sphingomonas	0.015958892	CT1
SY75	Peptoniphilus	0	CT1
SY75	others	0.439397574	CT1
SY76	Corynebacterium	0.03932062	CT2
SY76	Propionibacterium	0.006692173	CT2
SY76	Staphylococcus	0.019854629	CT2
SY76	Streptococcus	0.030195526	CT2
SY76	Lactobacillus	0.034067455	CT2
SY76	Alloiococcus	0.000884937	CT2
SY76	Prevotella	0.076650789	CT2
SY76	Haemophilus	0.001604441	CT2
SY76	Bacteroides	0.080411115	CT2
SY76	Porphyromonas	0.013937104	CT2
SY76	Fusobacterium	0.012940565	CT2
SY76	Stenotrophomonas	0.047615922	CT2
SY76	Moraxella	0.008682625	CT2
SY76	Anaerococcus	0	CT2
SY76	Sphingomonas	0.015042619	CT2
SY76	Peptoniphilus	0	CT2
SY76	others	0.612099481	CT2
SY77	Corynebacterium	0.023405903	CT1
SY77	Propionibacterium	0.000456605	CT1
SY77	Staphylococcus	0.001870607	CT1
SY77	Streptococcus	0.002782589	CT1
SY77	Lactobacillus	0.316814961	CT1
SY77	Alloiococcus	0.003102948	CT1
SY77	Prevotella	0.0948535	CT1
SY77	Haemophilus	0.000684907	CT1
SY77	Bacteroides	0.081074347	CT1
SY77	Porphyromonas	0.002691759	CT1
SY77	Fusobacterium	0.002053494	CT1
SY77	Stenotrophomonas	0.022173561	CT1
SY77	Moraxella	0.002874646	CT1
SY77	Anaerococcus	0	CT1
SY77	Sphingomonas	0.00971758	CT1
SY77	Peptoniphilus	0	CT1
SY77	others	0.435442594	CT1
SY78	Corynebacterium	0.045482828	CT2
SY78	Propionibacterium	0.001197534	CT2
SY78	Staphylococcus	0.002929043	CT2
SY78	Streptococcus	0.030617545	CT2
SY78	Lactobacillus	0.038206023	CT2
SY78	Alloiococcus	0.007942599	CT2
SY78	Prevotella	0.010072913	CT2
SY78	Haemophilus	0	CT2
SY78	Bacteroides	0.10556507	CT2
SY78	Porphyromonas	0.06070335	CT2
SY78	Fusobacterium	0.035942773	CT2
SY78	Stenotrophomonas	0.041400936	CT2
SY78	Moraxella	0.002396185	CT2
SY78	Anaerococcus	0	CT2
SY78	Sphingomonas	0.00390539	CT2
SY78	Peptoniphilus	0	CT2
SY78	others	0.613637811	CT2
SY79	Corynebacterium	0.012337931	CT1
SY79	Propionibacterium	0.000428196	CT1
SY79	Staphylococcus	0	CT1
SY79	Streptococcus	0.000385167	CT1
SY79	Lactobacillus	0.00674724	CT1
SY79	Alloiococcus	0.000706314	CT1
SY79	Prevotella	0.001327618	CT1
SY79	Haemophilus	0.001199579	CT1
SY79	Bacteroides	0.013708579	CT1
SY79	Porphyromonas	0.00222809	CT1
SY79	Fusobacterium	0.0023131	CT1
SY79	Stenotrophomonas	0.018463867	CT1
SY79	Moraxella	0.002977434	CT1
SY79	Anaerococcus	0	CT1
SY79	Sphingomonas	0.852272274	CT1
SY79	Peptoniphilus	0	CT1
SY79	others	0.084904611	CT1
SY80	Corynebacterium	0.01862706	CT2
SY80	Propionibacterium	0.00088001	CT2
SY80	Staphylococcus	0.000387784	CT2
SY80	Streptococcus	0.1259904	CT2
SY80	Lactobacillus	0.423960274	CT2
SY80	Alloiococcus	0.00105684	CT2
SY80	Prevotella	0.017500936	CT2
SY80	Haemophilus	0.007006993	CT2
SY80	Bacteroides	0.041973705	CT2
SY80	Porphyromonas	0.014754393	CT2
SY80	Fusobacterium	0.009683217	CT2
SY80	Stenotrophomonas	0.006936674	CT2
SY80	Moraxella	0.001725896	CT2
SY80	Anaerococcus	0	CT2
SY80	Sphingomonas	0.001549067	CT2
SY80	Peptoniphilus	0	CT2
SY80	others	0.327966752	CT2
SY81	Corynebacterium	0.004763786	CT2
SY81	Propionibacterium	0	CT2
SY81	Staphylococcus	0	CT2
SY81	Streptococcus	0.032593407	CT2
SY81	Lactobacillus	0.016646982	CT2
SY81	Alloiococcus	0.000652394	CT2
SY81	Prevotella	0.006568815	CT2
